observed,resid,seasonal,timestamp,trend
370924149,45673258.42530741,50375682.68858014,2014-05-05,274875207.88611245
318002728,-11034583.542116508,54555972.75089733,2014-05-06,274481338.7912192
417327518,73527695.30611129,69719264.78891031,2014-05-07,274080557.9049784
392838756,61618437.90963882,57540541.071623564,2014-05-08,273679777.0187376
281479009,9606498.00625477,-1406485.1387516037,2014-05-09,273278996.13249683
287240171,49687483.32042982,-35319314.008628145,2014-05-10,272872001.6881983
182424063,-38556997.0026167,-51483947.24128306,2014-05-11,272465007.24389976
325108597,1994494.729271695,51056089.47112711,2014-05-12,272058012.7996012
275241493,-55894196.32436845,59490321.361246735,2014-05-13,271645367.9631217
305474522,-50155600.60394478,84397399.47730261,2014-05-14,271232723.12664217
313367089,21057100.890148,21489909.81968932,2014-05-15,270820078.2901627
231967423,10650331.239948437,-49085176.96850054,2014-05-16,270402268.7285521
170983868,-4438348.613708302,-94562242.55323316,2014-05-17,269984459.16694146
164419642,-10139284.905170381,-95007722.7001605,2014-05-18,269566649.6053309
259077930,-16228409.448416226,6162227.099278204,2014-05-19,269144112.349138
453955303,172611410.28632742,12622317.620727472,2014-05-20,268721575.0929451
297799722,39856794.95733857,-10356110.794090718,2014-05-21,268299037.83675215
344636549,79554066.73909307,-2789722.173399154,2014-05-22,267872204.4343061
249546195,-17056747.3893393,-842428.6425206922,2014-05-23,267445371.03186
160073254,-47811415.629562035,-59133867.9998519,2014-05-24,267018537.62941393
166943526,-43316441.5866078,-56327799.72621991,2014-05-25,266587767.3128277
344890868,7848593.9677270055,70885277.03603154,2014-05-26,266156996.99624145
299049555,-61090919.903008714,94414248.22335349,2014-05-27,265726226.67965522
276134813,-32214465.55278021,43057422.28730598,2014-05-28,265291856.26547423
320549863,25165344.411376618,30527032.737330176,2014-05-29,264857485.8512932
226547701,-14488539.558852103,-23386874.87826014,2014-05-30,264423115.43711224
146823669,-36548056.12274709,-80613697.15416494,2014-05-31,263985422.27691203
183489775,-6581715.543060139,-73476238.57365172,2014-06-01,263547729.11671185
158219402,-148119550.83029103,43228916.8737794,2014-06-02,263110035.95651165
270887462,-10181680.87666624,18399847.96458631,2014-06-03,262669294.91207993
274460744,9000029.376359753,3232160.7559920624,2014-06-04,262228553.86764818
380042567,116855830.86184259,1398923.314940974,2014-06-05,261787812.82321644
301413900,68482287.78254476,-28412698.550304804,2014-06-06,261344310.76776004
187801995,1867415.6086889058,-74966229.32099248,2014-06-07,260900808.71230358
302171269,77096961.26184218,-35382998.918689296,2014-06-08,260457306.65684712
366114374,55727423.15643014,50375682.68858014,2014-06-09,260011268.15498972
354031597,39910394.59597035,54555972.75089733,2014-06-10,259565229.65313232
327661453,-1177002.940185234,69719264.78891031,2014-06-11,259119191.15127492
332365185,16153881.644628763,57540541.071623564,2014-06-12,258670762.28374767
216923770,-39892078.27746876,-1406485.1387516037,2014-06-13,258222333.41622037
181574530,-40880060.540064946,-35319314.008628145,2014-06-14,257773904.5486931
166080126,-39759078.909475476,-51483947.24128306,2014-06-15,257323152.15075853
387308484,79379994.77604894,51056089.47112711,2014-06-16,256872399.75282395
270350693,-45561275.7161361,59490321.361246735,2014-06-17,256421647.35488936
335262709,-5103335.001482964,84397399.47730261,2014-06-18,255968644.52418035
338609087,61603535.48683937,21489909.81968932,2014-06-19,255515641.6934713
251582530,45605068.10573827,-49085176.96850054,2014-06-20,255062638.86276227
177999186,17954018.609381482,-94562242.55323316,2014-06-21,254607409.94385168
147180819,-11963639.324780583,-95007722.7001605,2014-06-22,254152181.0249411
232227670,-27631509.20530867,6162227.099278204,2014-06-23,253696952.10603046
245450766,-20411066.980620764,12622317.620727472,2014-06-24,253239515.3598933
264663201,22237233.180334657,-10356110.794090718,2014-06-25,252782078.61375606
297628039,48093119.30578029,-2789722.173399154,2014-06-26,252324641.86761886
264282703,13260086.841562863,-842428.6425206922,2014-06-27,251865044.80095783
153826161,-38445418.73444484,-59133867.9998519,2014-06-28,251405447.73429674
158801540,-35816510.94141577,-56327799.72621991,2014-06-29,250945850.66763568
334054112,12684701.047751486,70885277.03603154,2014-06-30,250484133.91621697
384428753,39992087.61184825,94414248.22335349,2014-07-01,250022417.16479826
384555819,91937696.2993145,43057422.28730598,2014-07-02,249560700.41337952
297894643,18270714.657604896,30527032.737330176,2014-07-03,249096895.60506493
211649838,-13596377.918490168,-23386874.87826014,2014-07-04,248633090.7967503
169383796,1828207.1657292545,-80613697.15416494,2014-07-05,248169285.9884357
199569025,25341898.091097847,-73476238.57365172,2014-07-06,247703365.48255387
272182847,-18283514.850451395,43228916.8737794,2014-07-07,247237444.976672
224240103,-40931269.43537649,18399847.96458631,2014-07-08,246771524.47079018
278005555,28469906.55641835,3232160.7559920624,2014-07-09,246303487.6875896
283095921,35861546.78067006,1398923.314940974,2014-07-10,245835450.90438896
208671021,-8283694.570883539,-28412698.550304804,2014-07-11,245367414.12118834
177644343,7713311.408999547,-74966229.32099248,2014-07-12,244897260.91199294
179759885,-29284223.784108207,-35382998.918689296,2014-07-13,244427107.7027975
254797524,-39535113.18218224,50375682.68858014,2014-07-14,243956954.4936021
334810012,36769330.24827732,54555972.75089733,2014-07-15,243484709.00082535
394890140,82158411.70304109,69719264.78891031,2014-07-16,243012463.5080486
253011280,-47069479.086895436,57540541.071623564,2014-07-17,242540218.01527187
208959595,-31699812.866229855,-1406485.1387516037,2014-07-18,242065893.00498146
210318023,4045769.013937101,-35319314.008628145,2014-07-19,241591567.99469104
176449304,-13183991.74311757,-51483947.24128306,2014-07-20,241117242.98440063
378088594,86391674.61677273,51056089.47112711,2014-07-21,240640829.91210017
243084133,-56570605.20104641,59490321.361246735,2014-07-22,240164416.83979967
265461894,-58623509.24480179,84397399.47730261,2014-07-23,239688003.76749918
