observed,resid,seasonal,timestamp,trend,trend_reshape
48163672.7051142,50293591.5547234,-167449.002994526,2013-08-10,-1962469.84661464,0.258340236980138
75687134.5853089,77847785.6316996,-127967.194400292,2013-08-11,-2032683.85199038,0.256860528663897
7056342.34747949,9097406.33568506,61833.8691605441,2013-08-12,-2102897.85736612,0.255380820347656
-43364101.3102783,-41300452.1711497,104675.72390138,2013-08-13,-2168324.86303001,0.254001994515551
-52967457.4690572,-50880957.7476462,147252.147282872,2013-08-14,-2233751.86869391,0.252623168683447
-25243823.5668458,-23134849.7710556,190205.078567587,2013-08-15,-2299178.87435781,0.251244342851342
15420017.7815221,17988419.9728218,-208550.621517569,2013-08-16,-2359851.56978215,0.249965710596883
38713327.4860872,41301300.7542882,-167449.002994526,2013-08-17,-2420524.26520649,0.248687078342425
73352348.1990952,75961512.3541263,-127967.194400292,2013-08-18,-2481196.96063083,0.247408446087966
15182670.3166726,17657987.7299385,61833.8691605441,2013-08-19,-2537151.28242644,0.246229250073617
-44959506.5328979,-42471076.6525772,104675.72390138,2013-08-20,-2593105.60422205,0.245050054059267
-51886789.8834894,-49384982.1047547,147252.147282872,2013-08-21,-2649059.92601766,0.243870858044918
14884306.1566303,17394472.0653894,190205.078567587,2013-08-22,-2700370.98732672,0.242789515316671
5021248.35731258,7981481.02746592,-208550.621517569,2013-08-23,-2751682.04863577,0.241708172588424
58803844.9141921,61774287.0271314,-167449.002994526,2013-08-24,-2802993.10994483,0.240626829860177
50330868.2158397,53308582.840142,-127967.194400292,2013-08-25,-2849747.42990204,0.239641517091155
-26141852.6005368,-23307184.7198381,61833.8691605441,2013-08-26,-2896501.74985925,0.238656204322134
-60016021.3840611,-57177441.038146,104675.72390138,2013-08-27,-2943256.06981645,0.237670891553112
-50135998.5036325,-47297668.7424428,147252.147282872,2013-08-28,-2985581.90847257,0.236778905757455
-33406736.5622135,-30569033.8936524,190205.078567587,2013-08-29,-3027907.74712869,0.235886919961799
16940655.539768,20219439.7470703,-208550.621517569,2013-08-30,-3070233.58578481,0.234994934166142
55383425.1037903,58659132.0395736,-167449.002994526,2013-08-31,-3108257.9327888,0.234193599130769
56544355.6762556,59818605.1504486,-127967.194400292,2013-09-01,-3146282.27979279,0.233392264095396
33474747.1306967,36597219.8883329,61833.8691605441,2013-09-02,-3184306.62679679,0.232590929060023
-31524859.283045,-28411342.1028152,104675.72390138,2013-09-03,-3218192.90413118,0.231876800787326
-70131522.1978079,-67026695.1636252,147252.147282872,2013-09-04,-3252079.18146558,0.231162672514628
-48980033.0515804,-45884272.6713481,190205.078567587,2013-09-05,-3285965.45879997,0.230448544241931
-7412657.97922533,-3888183.16254616,-208550.621517569,2013-09-06,-3315924.19516161,0.22981718599508
35005832.449327,38519164.3838447,-167449.002994526,2013-09-07,-3345882.93152324,0.22918582774823
32292172.8863222,35795981.7486074,-127967.194400292,2013-09-08,-3375841.66788487,0.228554469501379
-64882693.7715617,-61542432.235732,61833.8691605441,2013-09-09,-3402095.40499032,0.228001191378027
-24184136.3965935,-20860462.9783991,104675.72390138,2013-09-10,-3428349.14209576,0.227447913254675
-11399676.5226464,-8092325.79072805,147252.147282872,2013-09-11,-3454602.87920121,0.226894635131323
-25983956.3217741,-22696750.3123347,190205.078567587,2013-09-12,-3477411.08800692,0.226413968972659
18449100.0396609,22157869.9579911,-208550.621517569,2013-09-13,-3500219.29681263,0.225933302813995
25024190.757293,28714667.2659059,-167449.002994526,2013-09-14,-3523027.50561835,0.225452636655331
23659591.3094511,27330241.2451504,-127967.194400292,2013-09-15,-3542682.74129906,0.225038417077074
40556301.743585,44056805.8514043,61833.8691605441,2013-09-16,-3562337.97697978,0.224624197498818
-49577591.7894288,-46100274.3006697,104675.72390138,2013-09-17,-3581993.2126605,0.224209977920561
-74345283.9514134,-70893666.7593968,147252.147282872,2013-09-18,-3598869.33929942,0.223854326013226
-76716146.0524076,-73290605.6650369,190205.078567587,2013-09-19,-3615745.46593834,0.223498674105891
-31786434.9928393,-27945262.7787444,-208550.621517569,2013-09-20,-3632621.59257725,0.223143022198555
19497042.182848,23311627.4718085,-167449.002994526,2013-09-21,-3647136.28596602,0.22283713575325
47147891.3669782,50937509.5407333,-127967.194400292,2013-09-22,-3661650.97935478,0.222531249307944
-73416074.5669158,-69801742.7633328,61833.8691605441,2013-09-23,-3676165.67274355,0.222225362862639
-58517576.2055393,-54933474.2715155,104675.72390138,2013-09-24,-3688777.65792515,0.221959574587812
-76991211.3451839,-73437073.84936,147252.147282872,2013-09-25,-3701389.64310675,0.221693786312985
-39776447.4238382,-36252650.8741174,190205.078567587,2013-09-26,-3714001.62828835,0.221427998038157
-24997713.2951376,-21063954.3816028,-208550.621517569,2013-09-27,-3725208.29201718,0.221191825875237
20068069.1897603,23971933.1485008,-167449.002994526,2013-09-28,-3736414.95574601,0.220955653712318
7042345.68310102,10917934.4969761,-127967.194400292,2013-09-29,-3747621.61947483,0.220719481549398
-106711143.218012,-103015038.565944,61833.8691605441,2013-09-30,-3757938.52122871,0.220502060463086
-120672067.086274,-117008487.387192,104675.72390138,2013-10-01,-3768255.42298259,0.220284639376775
-119749974.455556,-116118654.278102,147252.147282872,2013-10-02,-3778572.32473647,0.220067218290464
-105450199.558902,-101851887.746632,190205.078567587,2013-10-03,-3788516.89083835,0.21985764390308
-54318116.5016862,-50311104.4232284,-208550.621517569,2013-10-04,-3798461.45694024,0.219648069515697
-630732.088272914,3345122.93776374,-167449.002994526,2013-10-05,-3808406.02304212,0.219438495128313
4262857.51605722,8209187.454826,-127967.194400292,2013-10-06,-3818362.74436849,0.219228664578549
-99393416.9976368,-95626931.4011025,61833.8691605441,2013-10-07,-3828319.46569485,0.219018834028786
-37090274.4784786,-33356674.0153587,104675.72390138,2013-10-08,-3838276.18702122,0.218809003479022
-65987127.7932639,-62285967.4087571,147252.147282872,2013-10-09,-3848412.53178971,0.218595387497852
-50559871.047059,-46891527.2490684,190205.078567587,2013-10-10,-3858548.8765582,0.218381771516682
1339514.85970851,5416750.70255276,-208550.621517569,2013-10-11,-3868685.22132669,0.218168155535512
47785142.4439465,51831274.9377273,-167449.002994526,2013-10-12,-3878683.49078628,0.21795744938952
29553357.0366274,33570005.9912735,-127967.194400292,2013-10-13,-3888681.76024588,0.217746743243528
-19012931.4887158,-15176085.3281709,61833.8691605441,2013-10-14,-3898680.02970547,0.217536037097536
-68345662.4459,-64542985.4485468,104675.72390138,2013-10-15,-3907352.72125454,0.217353266527182
-44626353.9041053,-40857580.6385845,147252.147282872,2013-10-16,-3916025.41280362,0.217170495956828
-42628523.3013202,-38894030.2755351,190205.078567587,2013-10-17,-3924698.10435269,0.216987725386474
9614441.42012614,13752198.7797387,-208550.621517569,2013-10-18,-3929206.73809496,0.216892709259597
11810965.4977697,15912129.8726014,-167449.002994526,2013-10-19,-3933715.37183723,0.21679769313272
-1071144.41614384,2995046.78383595,-127967.194400292,2013-10-20,-3938224.0055795,0.216702677005843
-50579174.7889951,-46708035.6699985,61833.8691605441,2013-10-21,-3932972.98815715,0.216813338320591
-15752290.1289942,-11929243.8821608,104675.72390138,2013-10-22,-3927721.9707348,0.216923999635338
-46827738.9700144,-43052520.1639848,147252.147282872,2013-10-23,-3922470.95331244,0.217034660950086
-67711626.9021992,-64003435.252302,190205.078567587,2013-10-24,-3898396.72846475,0.21754200746199
-26063310.6738213,-21980437.5486866,-208550.621517569,2013-10-25,-3874322.50361706,0.218049353973894
6900234.91075379,10917932.1925177,-167449.002994526,2013-10-26,-3850248.27876937,0.218556700485798
11431746.5929311,15234978.718814,-127967.194400292,2013-10-27,-3675264.93148268,0.222244345319591
-34556923.8429157,-31118476.1278803,61833.8691605441,2013-10-28,-3500281.58419599,0.225931990153384
-67457339.2459104,-64236716.7329025,104675.72390138,2013-10-29,-3325298.2369093,0.229619634987178
-51704435.2485133,-48794243.0413327,147252.147282872,2013-10-30,-3057444.35446347,0.235264457772483
-55034023.1901259,-52434637.7966758,190205.078567587,2013-10-31,-2789590.47201764,0.240909280557788
45915491.0288241,48645778.2399135,-208550.621517569,2013-11-01,-2521736.58957182,0.246554103343093
3983674.10281819,6370880.54308739,-167449.002994526,2013-11-02,-2219757.43727467,0.252918090991914
2700193.18525524,4745938.66463305,-127967.194400292,2013-11-03,-1917778.28497752,0.259282078640735
125909698.149668,127463663.413188,61833.8691605441,2013-11-04,-1615799.13268038,0.265646066289556
1658003.35566131,2830401.00557626,104675.72390138,2013-11-05,-1277073.37381633,0.27278446153754
10296250.0606333,11087345.5283027,147252.147282872,2013-11-06,-938347.614952274,0.279922856785525
12120137.8265957,12529554.6041163,190205.078567587,2013-11-07,-599621.856088222,0.287061252033509
116768593.869348,117198626.295945,-208550.621517569,2013-11-08,-221481.805079685,0.295030274384346
58253399.2682974,58264190.025363,-167449.002994526,2013-11-09,156658.245928852,0.302999296735184
88667211.6756898,88260380.5731527,-127967.194400292,2013-11-10,534798.296937389,0.310968319086021
-36380733.5107873,-37397531.7445198,61833.8691605441,2013-11-11,954964.364571921,0.319823008704623
-41101120.6644122,-42580926.82052,104675.72390138,2013-11-12,1375130.43220645,0.328677698323226
-7022130.31905821,-8964678.96618207,147252.147282872,2013-11-13,1795296.49984099,0.337532387941828
1643728.26903229,-805658.22839508,190205.078567587,2013-11-14,2259181.41885978,0.347308420070712
-1292549.98231455,-3807065.69867557,-208550.621517569,2013-11-15,2723066.33787858,0.357084452199595
39216326.1225357,36196823.8686329,-167449.002994526,2013-11-16,3186951.25689738,0.366860484328479
24877112.5057351,21309911.9341223,-127967.194400292,2013-11-17,3695167.76601306,0.377570771983557
565859.770910345,-3699358.37337893,61833.8691605441,2013-11-18,4203384.27512873,0.388281059638635
-69108987.9310622,-73925264.439208,104675.72390138,2013-11-19,4711600.7842444,0.398991347293713
-26418716.5091358,-31829094.5729517,147252.147282872,2013-11-20,5263125.91653304,0.410614332202438
43745090.973781,37740234.8463918,190205.078567587,2013-11-21,5814651.04882167,0.422237317111163
-8168989.3827396,-14326614.9423323,-208550.621517569,2013-11-22,6366176.18111031,0.433860302019888
-985882.677313298,-7776339.63864972,-167449.002994526,2013-11-23,6957905.96433095,0.4463305702593
4202987.03655598,-3218681.51659532,-127967.194400292,2013-11-24,7549635.7475516,0.458800838498712
-59396482.3675989,-67599681.7675317,61833.8691605441,2013-11-25,8141365.53077224,0.471271106738124
46146832.3431809,37274447.650994,104675.72390138,2013-11-26,8767708.96828544,0.484470832182521
-69270270.4470605,-78811575.000142,147252.147282872,2013-11-27,9394052.40579865,0.497670557626918
-49170319.1763115,-59380920.098191,190205.078567587,2013-11-28,10020395.8433119,0.510870283071315
-25727476.3157591,-36190888.0318814,-208550.621517569,2013-11-29,10671962.3376398,0.524601565813009
15173394.9009904,4017315.07201714,-167449.002994526,2013-11-30,11323528.8319678,0.538332848554701
28069739.126183,16222610.9942875,-127967.194400292,2013-12-01,11975095.3262958,0.552064131296394
127114223.201966,114413033.6381,61833.8691605441,2013-12-02,12639355.6947057,0.566062928061021
45106357.3106009,31698065.5235838,104675.72390138,2013-12-03,13303616.0631156,0.580061724825648
3731665.91821483,-10383462.6605936,147252.147282872,2013-12-04,13967876.4315256,0.594060521590275
-9783423.9333847,-24604254.5990201,190205.078567587,2013-12-05,14630625.5870678,0.608027470659617
-7731257.62442159,-22816081.7455141,-208550.621517569,2013-12-06,15293374.74261,0.621994419728959
25539282.0407387,9750607.14558096,-167449.002994526,2013-12-07,15956123.8981523,0.635961368798301
3452378.07694486,-13023994.2832063,-127967.194400292,2013-12-08,16604339.5545514,0.649622035104952
-55123892.0048731,-72438281.0849843,61833.8691605441,2013-12-09,17252555.2109506,0.663282701411604
-55629953.0538389,-73635399.64509,104675.72390138,2013-12-10,17900770.8673498,0.676943367718255
12720954.9729779,-5948943.6933465,147252.147282872,2013-12-11,18522646.5190415,0.690048937875543
-71663288.9392151,-90998016.1885158,190205.078567587,2013-12-12,19144522.1707332,0.70315450803283
-6613580.6908454,-26171427.8917527,-208550.621517569,2013-12-13,19766397.8224249,0.716260078190118
4442161.16457912,-15742475.2461105,-167449.002994526,2013-12-14,20352085.4136842,0.728603011695587
73261909.0284466,52452103.2179034,-127967.194400292,2013-12-15,20937773.0049434,0.740945945201057
-44398567.2257101,-65983861.6910733,61833.8691605441,2013-12-16,21523460.5962027,0.753288878706526
-52112085.8489001,-74282819.8291863,104675.72390138,2013-12-17,22066058.2563848,0.764723723732782
-57884206.9731112,-80640115.0369609,147252.147282872,2013-12-18,22608655.9165669,0.776158568759037
10791400.963668,-12550057.6916485,190205.078567587,2013-12-19,23151253.5767489,0.787593413785293
-48098301.6360332,-71536004.01293,-208550.621517569,2013-12-20,23646252.9984143,0.798025161082048
-23185868.8795373,-47159672.2966225,-167449.002994526,2013-12-21,24141252.4200797,0.808456908378803
11435743.8854017,-13072540.7619432,-127967.194400292,2013-12-22,24636251.8417452,0.818888655675559
-52481697.8145705,-77626330.8880309,61833.8691605441,2013-12-23,25082799.2042999,0.828299311604269
49072995.5183096,23438973.2275536,104675.72390138,2013-12-24,25529346.5668547,0.837709967532979
131835792.350169,105712646.273476,147252.147282872,2013-12-25,25975893.9294094,0.847120623461689
-12542465.1349913,-39107503.4170104,190205.078567587,2013-12-26,26374833.2034515,0.855527974079507
19263873.5404114,-7301348.31556462,-208550.621517569,2013-12-27,26773772.4774935,0.863935324697324
47832492.5720112,20827229.8234701,-167449.002994526,2013-12-28,27172711.7515356,0.872342675315141
8727692.32141707,-18669558.3222574,-127967.194400292,2013-12-29,27525217.8380748,0.879771480793283
25592004.9527988,-2347552.84097572,61833.8691605441,2013-12-30,27877723.924614,0.887200286271424
81360.6170327887,-28253545.1180218,104675.72390138,2013-12-31,28230230.0111532,0.894629091749566
73399064.0646207,44713795.7642696,147252.147282872,2014-01-01,28538016.1530681,0.901115457416616
192939493.573199,163903486.199648,190205.078567587,2014-01-02,28845802.2949831,0.907601823083667
141132114.24234,112187076.426959,-208550.621517569,2014-01-03,29153588.4368981,0.914088188750717
32171285.619945,2920342.96585478,-167449.002994526,2014-01-04,29418391.6570848,0.919668721081564
44444270.0059933,14889042.3231222,-127967.194400292,2014-01-05,29683194.8772714,0.92524925341241
172984815.274017,142974983.307399,61833.8691605441,2014-01-06,29947998.0974581,0.930829785743257
315360156.735498,285083688.752047,104675.72390138,2014-01-07,30171792.2595497,0.935546082456441
-2001035.30404317,-32543873.8729673,147252.147282872,2014-01-08,30395586.4216413,0.940262379169625
30279618.7174063,-529966.944894128,190205.078567587,2014-01-09,30619380.5837328,0.944978675882809
28597160.9415245,-1999723.33299578,-208550.621517569,2014-01-10,30805434.8960379,0.9488996331294
81326155.5218399,50502115.3164916,-167449.002994526,2014-01-11,30991489.2083429,0.952820590375992
58601375.1105984,27551798.7843508,-127967.194400292,2014-01-12,31177543.5206479,0.956741547622583
169768450.646127,138375520.368663,61833.8691605441,2014-01-13,31331096.408304,0.959977561344228
74701216.2145082,43111891.1946467,104675.72390138,2014-01-14,31484649.2959601,0.963213575065874
117632750.281868,85847295.950969,147252.147282872,2014-01-15,31638202.1836162,0.966449588787519
116907939.063733,84952946.7394793,190205.078567587,2014-01-16,31764787.2456864,0.969117275498378
128688832.006161,97006010.319922,-208550.621517569,2014-01-17,31891372.3077565,0.971784962209237
63668589.3047859,31818080.9379537,-167449.002994526,2014-01-18,32017957.3698267,0.974452648920096
8093268.52077339,-23900304.9815083,-127967.194400292,2014-01-19,32121540.696682,0.976635591046122
51064641.6187368,18777683.726039,61833.8691605441,2014-01-20,32225124.0235372,0.978818533172146
123467911.749552,91034528.6752585,104675.72390138,2014-01-21,32328707.3503925,0.981001475298171
217886875.653575,185327305.457173,147252.147282872,2014-01-22,32412318.0491193,0.982763509034472
216416518.618589,183730384.792175,190205.078567587,2014-01-23,32495928.7478462,0.984525542770772
390444766.744165,358073777.919109,-208550.621517569,2014-01-24,32579539.4465731,0.986287576507073
264509212.092092,232030909.939139,-167449.002994526,2014-01-25,32645751.1559478,0.987682939390446
344670946.448462,312086950.77754,-127967.194400292,2014-01-26,32711962.8653225,0.989078302273819
365830770.686808,332990762.24295,61833.8691605441,2014-01-27,32778174.5746972,0.990473665157193
547468757.917048,514534193.995222,104675.72390138,2014-01-28,32829888.1979246,0.991563491580611
665133659.646267,632104805.677832,147252.147282872,2014-01-29,32881601.821152,0.992653318004029
-43552618.5635238,-76676139.0864707,190205.078567587,2014-01-30,32933315.4443793,0.993743144427447
-142671916.200953,-175435927.850295,-208550.621517569,2014-01-31,32972562.2708589,0.994570242315072
-118331381.482185,-151175741.576529,-167449.002994526,2014-02-01,33011809.0973385,0.995397340202696
-132028133.754974,-164951222.484392,-127967.194400292,2014-02-02,33051055.9238182,0.996224438090321
-213154155.178463,-246295437.296657,61833.8691605441,2014-02-03,33079448.2490335,0.996822785378924
-218356147.5691,-251568663.86725,104675.72390138,2014-02-04,33107840.5742488,0.997421132667526
-84294337.4607583,-117577822.507505,147252.147282872,2014-02-05,33136232.8994641,0.998019479956129
-49509330.3474179,-82854317.6739209,190205.078567587,2014-02-06,33154782.2479354,0.998410393778052
342981634.926485,310016853.951596,-208550.621517569,2014-02-07,33173331.5964068,0.998801307599974
169856701.556585,136832269.614702,-167449.002994526,2014-02-08,33191880.9448782,0.999192221421897
146279977.449625,113206397.136931,-127967.194400292,2014-02-09,33201547.5070943,0.999395937082669
344350416.22464,311077368.28617,61833.8691605441,2014-02-10,33211214.0693103,0.999599652743441
511222332.032508,477896775.677081,104675.72390138,2014-02-11,33220880.6315264,0.999803368404214
464187995.667235,430816752.75026,147252.147282872,2014-02-12,33223990.7696917,0.999868912269476
343903301.362952,310485995.376528,190205.078567587,2014-02-13,33227100.907857,0.999934456134738
249505522.219232,216483861.794727,-208550.621517569,2014-02-14,33230211.0460223,1
61708609.6674781,28646466.8947548,-167449.002994526,2014-02-15,33229591.7757178,0.99998694933561
130460522.124167,97359516.8131542,-127967.194400292,2014-02-16,33228972.5054133,0.999973898671221
397823440.462832,364533253.358563,61833.8691605441,2014-02-17,33228353.2351087,0.999960848006832
280877514.377074,247546194.884268,104675.72390138,2014-02-18,33226643.7689041,0.999924822268863
104488580.790294,71116394.340312,147252.147282872,2014-02-19,33224934.3026994,0.999888796530895
191119234.264505,157705804.349443,190205.078567587,2014-02-20,33223224.8364948,0.999852770792926
107833663.247198,74820379.1282984,-208550.621517569,2014-02-21,33221834.7404176,0.999823475544568
83437414.5860889,50384418.944743,-167449.002994526,2014-02-22,33220444.6443404,0.999794180296209
131331272.933422,98240185.5795593,-127967.194400292,2014-02-23,33219054.5482633,0.99976488504785
343225690.131218,309945664.184732,61833.8691605441,2014-02-24,33218192.0773262,0.999746709109713
246062935.361867,212740930.031576,104675.72390138,2014-02-25,33217329.6063891,0.999728533171575
372203849.091494,338840129.808759,147252.147282872,2014-02-26,33216467.1354521,0.999710357233438
380445573.678102,347041273.046845,190205.078567587,2014-02-27,33214095.5526901,0.999660377877941
177955920.425273,144952747.076863,-208550.621517569,2014-02-28,33211723.9699282,0.999610398522445
159702426.528641,126660523.14447,-167449.002994526,2014-03-01,33209352.3871662,0.999560419166948
65966519.1945245,32893613.5563157,-127967.194400292,2014-03-02,33200872.8326091,0.999381718816084
187746616.742384,154492389.595171,61833.8691605441,2014-03-03,33192393.2780519,0.999203018465219
202280878.323095,168992288.875699,104675.72390138,2014-03-04,33183913.7234948,0.999024318114355
141351118.391674,108040000.480325,147252.147282872,2014-03-05,33163865.7640661,0.998601822173103
265031669.521243,231697646.638038,190205.078567587,2014-03-06,33143817.8046374,0.99817932623185
125136249.811375,92221030.5876835,-208550.621517569,2014-03-07,33123769.8452087,0.997756830290599
35962427.0257091,3043073.39341981,-167449.002994526,2014-03-08,33086802.6352838,0.996977773638562
30432685.2484865,-2489182.9824721,-127967.194400292,2014-03-09,33049835.4253589,0.996198716986526
175759173.35324,142684471.268645,61833.8691605441,2014-03-10,33012868.215434,0.995419660334489
104718418.698443,71659063.6244548,104675.72390138,2014-03-11,32954679.3500872,0.994193372964818
60219261.5426256,27175518.9106024,147252.147282872,2014-03-12,32896490.4847403,0.992967085595146
45759219.4477984,12730712.7498373,190205.078567587,2014-03-13,32838301.6193935,0.991740798225475
57237641.5295762,24692246.1911527,-208550.621517569,2014-03-14,32753945.959941,0.989963064991972
76519912.9675513,44017771.6700573,-167449.002994526,2014-03-15,32669590.3004886,0.988185331758469
51573123.4139693,19115855.9673335,-127967.194400292,2014-03-16,32585234.6410361,0.986407598524966
14063395.9412117,-18468096.9343499,61833.8691605441,2014-03-17,32469659.0064011,0.983971927367778
106421330.501306,73962571.4056389,104675.72390138,2014-03-18,32354083.371766,0.981536256210591
39040433.5603797,6654673.67596592,147252.147282872,2014-03-19,32238507.7371309,0.979100585053403
61442582.0608187,29165411.6910739,190205.078567587,2014-03-20,32086965.2911773,0.975906939906097
20751921.7218203,-10974950.5018858,-208550.621517569,2014-03-21,31935422.8452236,0.972713294758792
-22025945.2609809,-53642376.6572564,-167449.002994526,2014-03-22,31783880.3992699,0.969519649611486
-53037176.6112363,-84501523.3220325,-127967.194400292,2014-03-23,31592313.9051965,0.9654825272044
-14331654.0795157,-45794235.3597992,61833.8691605441,2014-03-24,31400747.4111229,0.961445404797314
-17168106.514943,-48481963.1558938,104675.72390138,2014-03-25,31209180.9170494,0.957408282390228
-49317492.7639006,-80439399.9302936,147252.147282872,2014-03-26,30974655.0191101,0.952465822268524
-39494695.9518679,-70425030.1516063,190205.078567587,2014-03-27,30740129.1211708,0.947523362146821
-37667864.9792726,-67964917.5809866,-208550.621517569,2014-03-28,30505603.2232315,0.942580902025118
-55318098.3930372,-85376799.1852733,-167449.002994526,2014-03-29,30226149.7952307,0.936691627382515
-16669891.7983588,-46488620.9711883,-127967.194400292,2014-03-30,29946696.3672298,0.930802352739913
69795359.6782955,40066282.869906,61833.8691605441,2014-03-31,29667242.939229,0.924913078097311
120435346.212667,90987645.4298304,104675.72390138,2014-04-01,29343025.0589351,0.918080425677362
31863442.2460169,2697382.92009293,147252.147282872,2014-04-02,29018807.1786411,0.911247773257412
57062190.3403574,28177395.9634426,190205.078567587,2014-04-03,28694589.2983472,0.904415120837463
-12435461.4147483,-40526096.5374058,-208550.621517569,2014-04-04,28299185.7441751,0.896082282905076
-13606439.8136568,-41342773.0006652,-167449.002994526,2014-04-05,27903782.1900029,0.887749444972689
-92777233.2041225,-120157644.645553,-127967.194400292,2014-04-06,27508378.6358307,0.879416607040302
-131758851.993737,-158923164.476274,61833.8691605441,2014-04-07,27102478.6133764,0.870862563789616
22651804.2495012,-4149450.06532224,104675.72390138,2014-04-08,26696578.5909221,0.86230852053893
61003206.9917181,34565276.2759674,147252.147282872,2014-04-09,26290678.5684678,0.853754477288244
81287322.9625499,55203907.6924656,190205.078567587,2014-04-10,25893210.1915168,0.845378124740488
-24821734.9060556,-50108926.0991038,-208550.621517569,2014-04-11,25495741.8145657,0.837001772192733
-36476244.4184639,-61407068.8530841,-167449.002994526,2014-04-12,25098273.4376147,0.828625419644978
-12091888.6195598,-36669117.2427668,-127967.194400292,2014-04-13,24705195.8176072,0.820341599057607
-16809157.9386799,-41183110.0054402,61833.8691605441,2014-04-14,24312118.1975997,0.812057778470237
98638568.7750522,74614852.4735587,104675.72390138,2014-04-15,23919040.5775922,0.803773957882867
67639240.7364459,43964101.32116,147252.147282872,2014-04-16,23527887.2680031,0.795530690716624
52685297.75883,29358358.7218485,190205.078567587,2014-04-17,23136733.9584139,0.787287423550381
-21141419.0582234,-43678449.0855305,-208550.621517569,2014-04-18,22745580.6488247,0.779044156384138
56872625.1120463,34685121.9272657,-167449.002994526,2014-04-19,22354952.1877752,0.770811950013312
-26712029.709241,-48548386.2415663,-127967.194400292,2014-04-20,21964323.7267256,0.762579743642486
-23202686.6485525,-44838215.7833891,61833.8691605441,2014-04-21,21573695.2656761,0.754347537271659
