ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2013-07-11,17.23449450055726,16.817432719719832,17.783035847302237,17.23449450055726,17.23449450055726,0.09640370572441731,0.09640370572441731,0.09640370572441731,0.09640370572441731,0.09640370572441731,0.09640370572441731,0.0,0.0,0.0,17.330898206281677
2013-07-12,17.24312850726109,16.675226467954506,17.64394333622201,17.24312850726109,17.24312850726109,-0.08276930428741604,-0.08276930428741604,-0.08276930428741604,-0.08276930428741604,-0.08276930428741604,-0.08276930428741604,0.0,0.0,0.0,17.160359202973673
2013-07-13,17.251762513964916,16.423188652203326,17.336629097565716,17.251762513964916,17.251762513964916,-0.36105777789936533,-0.36105777789936533,-0.36105777789936533,-0.36105777789936533,-0.36105777789936533,-0.36105777789936533,0.0,0.0,0.0,16.89070473606555
2013-07-14,17.260396520668742,16.519180562920607,17.475015823633463,17.260396520668742,17.260396520668742,-0.2722467675960594,-0.2722467675960594,-0.2722467675960594,-0.2722467675960594,-0.2722467675960594,-0.2722467675960594,0.0,0.0,0.0,16.988149753072683
2013-07-15,17.269030527479,17.034234020373255,18.028773227573044,17.269030527479,17.269030527479,0.25507442219295,0.25507442219295,0.25507442219295,0.25507442219295,0.25507442219295,0.25507442219295,0.0,0.0,0.0,17.52410494967195
2013-07-16,17.277664534289254,17.064792703006948,17.987226203497926,17.277664534289254,17.277664534289254,0.22336965577014037,0.22336965577014037,0.22336965577014037,0.22336965577014037,0.22336965577014037,0.22336965577014037,0.0,0.0,0.0,17.501034190059396
2013-07-17,17.286298541099512,16.9223890941667,17.867542970894107,17.286298541099512,17.286298541099512,0.1412260660950728,0.1412260660950728,0.1412260660950728,0.1412260660950728,0.1412260660950728,0.1412260660950728,0.0,0.0,0.0,17.427524607194584
2013-07-18,17.294932547909767,16.889855779515468,17.862009461145842,17.294932547909767,17.294932547909767,0.09640370572447551,0.09640370572447551,0.09640370572447551,0.09640370572447551,0.09640370572447551,0.09640370572447551,0.0,0.0,0.0,17.391336253634243
2013-07-19,17.303566554720028,16.761999357355133,17.705773803604476,17.303566554720028,17.303566554720028,-0.08276930428741706,-0.08276930428741706,-0.08276930428741706,-0.08276930428741706,-0.08276930428741706,-0.08276930428741706,0.0,0.0,0.0,17.22079725043261
2013-07-20,17.312200561530283,16.467423842002027,17.437452555911904,17.312200561530283,17.312200561530283,-0.36105777789884685,-0.36105777789884685,-0.36105777789884685,-0.36105777789884685,-0.36105777789884685,-0.36105777789884685,0.0,0.0,0.0,16.951142783631436
2013-07-21,17.32083456834054,16.5833659209108,17.513668022006655,17.32083456834054,17.32083456834054,-0.27224676759649546,-0.27224676759649546,-0.27224676759649546,-0.27224676759649546,-0.27224676759649546,-0.27224676759649546,0.0,0.0,0.0,17.048587800744045
2013-07-22,17.329468575150795,17.130795816782904,18.07559530346073,17.329468575150795,17.329468575150795,0.25507442219318516,0.25507442219318516,0.25507442219318516,0.25507442219318516,0.25507442219318516,0.25507442219318516,0.0,0.0,0.0,17.58454299734398
2013-07-23,17.338102581961053,17.072990773879493,18.019975949445776,17.338102581961053,17.338102581961053,0.22336965577006115,0.22336965577006115,0.22336965577006115,0.22336965577006115,0.22336965577006115,0.22336965577006115,0.0,0.0,0.0,17.561472237731113
2013-07-24,17.34673658877131,16.98362370895223,17.9590911894992,17.34673658877131,17.34673658877131,0.14122606609521607,0.14122606609521607,0.14122606609521607,0.14122606609521607,0.14122606609521607,0.14122606609521607,0.0,0.0,0.0,17.48796265486653
2013-07-25,17.35537059558157,16.966505538569383,17.966034529374422,17.35537059558157,17.35537059558157,0.09640370572453369,0.09640370572453369,0.09640370572453369,0.09640370572453369,0.09640370572453369,0.09640370572453369,0.0,0.0,0.0,17.451774301306102
2013-07-26,17.364004602391827,16.81463173721255,17.759601517586553,17.364004602391827,17.364004602391827,-0.08276930428603584,-0.08276930428603584,-0.08276930428603584,-0.08276930428603584,-0.08276930428603584,-0.08276930428603584,0.0,0.0,0.0,17.28123529810579
2013-07-27,17.372638602831852,16.563437114851993,17.496282194580225,17.372638602831852,17.372638602831852,-0.3610577778991614,-0.3610577778991614,-0.3610577778991614,-0.3610577778991614,-0.3610577778991614,-0.3610577778991614,0.0,0.0,0.0,17.01158082493269
2013-07-28,17.381272603271878,16.63049949161551,17.603894856835836,17.381272603271878,17.381272603271878,-0.2722467675962151,-0.2722467675962151,-0.2722467675962151,-0.2722467675962151,-0.2722467675962151,-0.2722467675962151,0.0,0.0,0.0,17.109025835675663
2013-07-29,17.389906603711903,17.14678312227054,18.158536757524868,17.389906603711903,17.389906603711903,0.25507442219340787,0.25507442219340787,0.25507442219340787,0.25507442219340787,0.25507442219340787,0.25507442219340787,0.0,0.0,0.0,17.644981025905313
2013-07-30,17.398540604151933,17.12548505519128,18.06469514806268,17.398540604151933,17.398540604151933,0.22336965576984413,0.22336965576984413,0.22336965576984413,0.22336965576984413,0.22336965576984413,0.22336965576984413,0.0,0.0,0.0,17.621910259921776
2013-07-31,17.407174604591958,17.077718117428994,18.023027871463928,17.407174604591958,17.407174604591958,0.1412260660949971,0.1412260660949971,0.1412260660949971,0.1412260660949971,0.1412260660949971,0.1412260660949971,0.0,0.0,0.0,17.548400670686956
2013-08-01,17.415808605031984,17.001486029458537,18.004429116794995,17.415808605031984,17.415808605031984,0.09640370572431191,0.09640370572431191,0.09640370572431191,0.09640370572431191,0.09640370572431191,0.09640370572431191,0.0,0.0,0.0,17.512212310756297
2013-08-02,17.42444260547201,16.85479549060025,17.837205674926246,17.42444260547201,17.42444260547201,-0.08276930428668411,-0.08276930428668411,-0.08276930428668411,-0.08276930428668411,-0.08276930428668411,-0.08276930428668411,0.0,0.0,0.0,17.341673301185324
2013-08-03,17.433076605912035,16.576256078320537,17.528286597350284,17.433076605912035,17.433076605912035,-0.36105777789921384,-0.36105777789921384,-0.36105777789921384,-0.36105777789921384,-0.36105777789921384,-0.36105777789921384,0.0,0.0,0.0,17.072018828012823
2013-08-04,17.44171060635206,16.686268986085302,17.66883417704394,17.44171060635206,17.44171060635206,-0.27224676759593475,-0.27224676759593475,-0.27224676759593475,-0.27224676759593475,-0.27224676759593475,-0.27224676759593475,0.0,0.0,0.0,17.169463838756126
2013-08-05,17.450344606792086,17.21640490305506,18.160368069964534,17.450344606792086,17.450344606792086,0.2550744221923839,0.2550744221923839,0.2550744221923839,0.2550744221923839,0.2550744221923839,0.2550744221923839,0.0,0.0,0.0,17.70541902898447
2013-08-06,17.458978607232112,17.220138042115206,18.147813258331436,17.458978607232112,17.458978607232112,0.22336965577020731,0.22336965577020731,0.22336965577020731,0.22336965577020731,0.22336965577020731,0.22336965577020731,0.0,0.0,0.0,17.682348263002318
2013-08-07,17.46761260767214,17.157470576883345,18.097060037777844,17.46761260767214,17.46761260767214,0.14122606609514038,0.14122606609514038,0.14122606609514038,0.14122606609514038,0.14122606609514038,0.14122606609514038,0.0,0.0,0.0,17.60883867376728
2013-08-08,17.476246608112167,17.08987833247516,18.040505332333158,17.476246608112167,17.476246608112167,0.09640370572469102,0.09640370572469102,0.09640370572469102,0.09640370572469102,0.09640370572469102,0.09640370572469102,0.0,0.0,0.0,17.572650313836856
2013-08-09,17.48410794795746,16.926044492812153,17.85011415044209,17.48410794795746,17.48410794795746,-0.08276930428668511,-0.08276930428668511,-0.08276930428668511,-0.08276930428668511,-0.08276930428668511,-0.08276930428668511,0.0,0.0,0.0,17.401338643670776
2013-08-10,17.49196928780276,16.640760773729756,17.603166834188105,17.49196928780276,17.49196928780276,-0.3610577778995284,-0.3610577778995284,-0.3610577778995284,-0.3610577778995284,-0.3610577778995284,-0.3610577778995284,0.0,0.0,0.0,17.130911509903232
2013-08-11,17.49983062764806,16.73211240506546,17.738044347572313,17.49983062764806,17.49983062764806,-0.2722467675965198,-0.2722467675965198,-0.2722467675965198,-0.2722467675965198,-0.2722467675965198,-0.2722467675965198,0.0,0.0,0.0,17.22758386005154
2013-08-12,17.507691967493358,17.291487769237282,18.24866803598348,17.507691967493358,17.507691967493358,0.2550744221926066,0.2550744221926066,0.2550744221926066,0.2550744221926066,0.2550744221926066,0.2550744221926066,0.0,0.0,0.0,17.762766389685964
2013-08-13,17.515553307338653,17.25629979379563,18.22464109128398,17.515553307338653,17.515553307338653,0.2233696557699902,0.2233696557699902,0.2233696557699902,0.2233696557699902,0.2233696557699902,0.2233696557699902,0.0,0.0,0.0,17.738922963108642
2013-08-14,17.52341464718395,17.188470822812977,18.10068465372891,17.52341464718395,17.52341464718395,0.14122606609502905,0.14122606609502905,0.14122606609502905,0.14122606609502905,0.14122606609502905,0.14122606609502905,0.0,0.0,0.0,17.66464071327898
2013-08-15,17.53127598702925,17.123810504459783,18.083884936079023,17.53127598702925,17.53127598702925,0.09640370572442829,0.09640370572442829,0.09640370572442829,0.09640370572442829,0.09640370572442829,0.09640370572442829,0.0,0.0,0.0,17.627679692753677
2013-08-16,17.539137326874545,16.995659622516303,17.926800214350898,17.539137326874545,17.539137326874545,-0.08276930428631864,-0.08276930428631864,-0.08276930428631864,-0.08276930428631864,-0.08276930428631864,-0.08276930428631864,0.0,0.0,0.0,17.456368022588226
2013-08-17,17.546998666719844,16.724589184271334,17.637972495626453,17.546998666719844,17.546998666719844,-0.36105777789901006,-0.36105777789901006,-0.36105777789901006,-0.36105777789901006,-0.36105777789901006,-0.36105777789901006,0.0,0.0,0.0,17.185940888820834
2013-08-18,17.55486000656514,16.784462037410773,17.7354546319581,17.55486000656514,17.55486000656514,-0.2722467675960904,-0.2722467675960904,-0.2722467675960904,-0.2722467675960904,-0.2722467675960904,-0.2722467675960904,0.0,0.0,0.0,17.28261323896905
2013-08-19,17.562721346410438,17.351948776535192,18.271166432527394,17.562721346410438,17.562721346410438,0.2550744221928417,0.2550744221928417,0.2550744221928417,0.2550744221928417,0.2550744221928417,0.2550744221928417,0.0,0.0,0.0,17.81779576860328
2013-08-20,17.570582686255733,17.32058409351519,18.267295567565885,17.570582686255733,17.570582686255733,0.22336965576977313,0.22336965576977313,0.22336965576977313,0.22336965576977313,0.22336965576977313,0.22336965576977313,0.0,0.0,0.0,17.793952342025506
2013-08-21,17.577602563800074,17.243977852776535,18.193947267696405,17.577602563800074,17.577602563800074,0.14122606609491775,0.14122606609491775,0.14122606609491775,0.14122606609491775,0.14122606609491775,0.14122606609491775,0.0,0.0,0.0,17.718828629894993
2013-08-22,17.584622441344415,17.18357269143181,18.155977523742454,17.584622441344415,17.584622441344415,0.09640370572456833,0.09640370572456833,0.09640370572456833,0.09640370572456833,0.09640370572456833,0.09640370572456833,0.0,0.0,0.0,17.681026147068984
2013-08-23,17.591642318888756,17.02890582424501,17.972602278371095,17.591642318888756,17.591642318888756,-0.0827693042866433,-0.0827693042866433,-0.0827693042866433,-0.0827693042866433,-0.0827693042866433,-0.0827693042866433,0.0,0.0,0.0,17.508873014602113
2013-08-24,17.5986621964331,16.774069512937636,17.71069707541339,17.5986621964331,17.5986621964331,-0.3610577778993246,-0.3610577778993246,-0.3610577778993246,-0.3610577778993246,-0.3610577778993246,-0.3610577778993246,0.0,0.0,0.0,17.237604418533774
2013-08-25,17.605682073977437,16.85687318422997,17.814255895764838,17.605682073977437,17.605682073977437,-0.2722467675959591,-0.2722467675959591,-0.2722467675959591,-0.2722467675959591,-0.2722467675959591,-0.2722467675959591,0.0,0.0,0.0,17.333435306381478
2013-08-26,17.612701951521778,17.388510045828486,18.341151912612403,17.612701951521778,17.612701951521778,0.25507442219306437,0.25507442219306437,0.25507442219306437,0.25507442219306437,0.25507442219306437,0.25507442219306437,0.0,0.0,0.0,17.867776373714843
2013-08-27,17.61972182906612,17.360779079108443,18.314327132796965,17.61972182906612,17.61972182906612,0.22336965577013637,0.22336965577013637,0.22336965577013637,0.22336965577013637,0.22336965577013637,0.22336965577013637,0.0,0.0,0.0,17.843091484836254
2013-08-28,17.62674170661046,17.301082241532335,18.230595298903797,17.62674170661046,17.62674170661046,0.14122606609495333,0.14122606609495333,0.14122606609495333,0.14122606609495333,0.14122606609495333,0.14122606609495333,0.0,0.0,0.0,17.767967772705415
2013-08-29,17.6337615841548,17.250467331833608,18.19919363768851,17.6337615841548,17.6337615841548,0.09640370572430562,0.09640370572430562,0.09640370572430562,0.09640370572430562,0.09640370572430562,0.09640370572430562,0.0,0.0,0.0,17.730165289879107
2013-08-30,17.64078146169914,17.06680005229101,18.010968347403235,17.64078146169914,17.64078146169914,-0.08276930428696797,-0.08276930428696797,-0.08276930428696797,-0.08276930428696797,-0.08276930428696797,-0.08276930428696797,0.0,0.0,0.0,17.558012157412172
2013-08-31,17.647801339243482,16.82245111065669,17.758634931265536,17.647801339243482,17.647801339243482,-0.36105777789963905,-0.36105777789963905,-0.36105777789963905,-0.36105777789963905,-0.36105777789963905,-0.36105777789963905,0.0,0.0,0.0,17.286743561343844
2013-09-01,17.654821216787823,16.877581817203264,17.869505347300343,17.654821216787823,17.654821216787823,-0.2722467675955297,-0.2722467675955297,-0.2722467675955297,-0.2722467675955297,-0.2722467675955297,-0.2722467675955297,0.0,0.0,0.0,17.382574449192294
2013-09-02,17.66184109433216,17.450282923047126,18.409804616830115,17.66184109433216,17.66184109433216,0.25507442219266685,0.25507442219266685,0.25507442219266685,0.25507442219266685,0.25507442219266685,0.25507442219266685,0.0,0.0,0.0,17.916915516524828
2013-09-03,17.66886097169339,17.434816395233327,18.35061028723405,17.66886097169339,17.66886097169339,0.22336965576991924,0.22336965576991924,0.22336965576991924,0.22336965576991924,0.22336965576991924,0.22336965576991924,0.0,0.0,0.0,17.89223062746331
2013-09-04,17.675880849054618,17.33526519204507,18.293293650330835,17.675880849054618,17.675880849054618,0.14122606609509664,0.14122606609509664,0.14122606609509664,0.14122606609509664,0.14122606609509664,0.14122606609509664,0.0,0.0,0.0,17.817106915149715
2013-09-05,17.682900726415845,17.2933854575837,18.255898307843314,17.682900726415845,17.682900726415845,0.09640370572468468,0.09640370572468468,0.09640370572468468,0.09640370572468468,0.09640370572468468,0.09640370572468468,0.0,0.0,0.0,17.77930443214053
2013-09-06,17.689920603777075,17.10029634286976,18.085960762541276,17.689920603777075,17.689920603777075,-0.08276930428696896,-0.08276930428696896,-0.08276930428696896,-0.08276930428696896,-0.08276930428696896,-0.08276930428696896,0.0,0.0,0.0,17.607151299490106
2013-09-07,17.696940481138302,16.870678317238102,17.8221850101668,17.696940481138302,17.696940481138302,-0.36105777789912075,-0.36105777789912075,-0.36105777789912075,-0.36105777789912075,-0.36105777789912075,-0.36105777789912075,0.0,0.0,0.0,17.335882703239182
2013-09-08,17.70396035849953,16.941218951650523,17.88363822756744,17.70396035849953,17.70396035849953,-0.2722467675969803,-0.2722467675969803,-0.2722467675969803,-0.2722467675969803,-0.2722467675969803,-0.2722467675969803,0.0,0.0,0.0,17.43171359090255
2013-09-09,17.71098023586076,17.49818871758822,18.450560875800768,17.71098023586076,17.71098023586076,0.2550744221928957,0.2550744221928957,0.2550744221928957,0.2550744221928957,0.2550744221928957,0.2550744221928957,0.0,0.0,0.0,17.966054658053654
2013-09-10,17.718000113221986,17.47769849341112,18.441668758105312,17.718000113221986,17.718000113221986,0.22336965576984008,0.22336965576984008,0.22336965576984008,0.22336965576984008,0.22336965576984008,0.22336965576984008,0.0,0.0,0.0,17.941369768991827
2013-09-11,17.725019990583213,17.364435217635666,18.359939633704187,17.725019990583213,17.725019990583213,0.14122606609473076,0.14122606609473076,0.14122606609473076,0.14122606609473076,0.14122606609473076,0.14122606609473076,0.0,0.0,0.0,17.866246056677944
2013-09-12,17.73203986794444,17.36014724017488,18.281448538750226,17.73203986794444,17.73203986794444,0.09640370572446293,0.09640370572446293,0.09640370572446293,0.09640370572446293,0.09640370572446293,0.09640370572446293,0.0,0.0,0.0,17.828443573668903
2013-09-13,17.739059745305667,17.216515390440264,18.135952622388995,17.739059745305667,17.739059745305667,-0.08276930428692617,-0.08276930428692617,-0.08276930428692617,-0.08276930428692617,-0.08276930428692617,-0.08276930428692617,0.0,0.0,0.0,17.65629044101874
2013-09-14,17.746079622666898,16.909688913608477,17.831238740940194,17.746079622666898,17.746079622666898,-0.3610577778994353,-0.3610577778994353,-0.3610577778994353,-0.3610577778994353,-0.3610577778994353,-0.3610577778994353,0.0,0.0,0.0,17.38502184476746
2013-09-15,17.753099500028124,16.993088710535773,17.974838301905507,17.753099500028124,17.753099500028124,-0.27224676759655086,-0.27224676759655086,-0.27224676759655086,-0.27224676759655086,-0.27224676759655086,-0.27224676759655086,0.0,0.0,0.0,17.480852732431572
2013-09-16,17.760119377760482,17.517976016228364,18.50243139490724,17.760119377760482,17.760119377760482,0.25507442219312465,0.25507442219312465,0.25507442219312465,0.25507442219312465,0.25507442219312465,0.25507442219312465,0.0,0.0,0.0,18.015193799953607
2013-09-17,17.767139255492836,17.53499716074012,18.476135136278465,17.767139255492836,17.767139255492836,0.22336965576962306,0.22336965576962306,0.22336965576962306,0.22336965576962306,0.22336965576962306,0.22336965576962306,0.0,0.0,0.0,17.99050891126246
2013-09-18,17.77415913322519,17.41910219963932,18.376341113668204,17.77415913322519,17.77415913322519,0.1412260660951679,0.1412260660951679,0.1412260660951679,0.1412260660951679,0.1412260660951679,0.1412260660951679,0.0,0.0,0.0,17.915385199320358
2013-09-19,17.781179010957544,17.39068059657771,18.357026732335694,17.781179010957544,17.781179010957544,0.0964037057245211,0.0964037057245211,0.0964037057245211,0.0964037057245211,0.0964037057245211,0.0964037057245211,0.0,0.0,0.0,17.877582716682067
2013-09-20,17.7881988886899,17.263629150090686,18.167521265119163,17.7881988886899,17.7881988886899,-0.08276930428692716,-0.08276930428692716,-0.08276930428692716,-0.08276930428692716,-0.08276930428692716,-0.08276930428692716,0.0,0.0,0.0,17.705429584402975
2013-09-21,17.795218766422256,16.945691851531894,17.904726674679065,17.795218766422256,17.795218766422256,-0.36105777789948756,-0.36105777789948756,-0.36105777789948756,-0.36105777789948756,-0.36105777789948756,-0.36105777789948756,0.0,0.0,0.0,17.43416098852277
2013-09-22,17.802238644154613,17.071462383294744,17.974931807460248,17.802238644154613,17.802238644154613,-0.27224676759641947,-0.27224676759641947,-0.27224676759641947,-0.27224676759641947,-0.27224676759641947,-0.27224676759641947,0.0,0.0,0.0,17.529991876558192
2013-09-23,17.809258521886967,17.633966744263518,18.572050443908378,17.809258521886967,17.809258521886967,0.2550744221927209,0.2550744221927209,0.2550744221927209,0.2550744221927209,0.2550744221927209,0.2550744221927209,0.0,0.0,0.0,18.064332944079688
2013-09-24,17.81627839961932,17.576818860256825,18.49727169270044,17.81627839961932,17.81627839961932,0.22336965576998616,0.22336965576998616,0.22336965576998616,0.22336965576998616,0.22336965576998616,0.22336965576998616,0.0,0.0,0.0,18.039648055389307
2013-09-25,17.82329827735168,17.49612822906863,18.456646536454258,17.82329827735168,17.82329827735168,0.14122606609531113,0.14122606609531113,0.14122606609531113,0.14122606609531113,0.14122606609531113,0.14122606609531113,0.0,0.0,0.0,17.96452434344699
2013-09-26,17.830318155084033,17.42144489870406,18.40795309058707,17.830318155084033,17.830318155084033,0.09640370572457928,0.09640370572457928,0.09640370572457928,0.09640370572457928,0.09640370572457928,0.09640370572457928,0.0,0.0,0.0,17.926721860808613
2013-09-27,17.83733803281639,17.29197816621246,18.24700732849721,17.83733803281639,17.83733803281639,-0.0827693042872518,-0.0827693042872518,-0.0827693042872518,-0.0827693042872518,-0.0827693042872518,-0.0827693042872518,0.0,0.0,0.0,17.75456872852914
2013-09-28,17.852151845739048,17.012160540319606,17.95709541509003,17.852151845739048,17.852151845739048,-0.36105777789953986,-0.36105777789953986,-0.36105777789953986,-0.36105777789953986,-0.36105777789953986,-0.36105777789953986,0.0,0.0,0.0,17.49109406783951
2013-09-29,17.8669656586617,17.119320303696156,18.089570827690494,17.8669656586617,17.8669656586617,-0.2722467675968556,-0.2722467675968556,-0.2722467675968556,-0.2722467675968556,-0.2722467675968556,-0.2722467675968556,0.0,0.0,0.0,17.594718891064847
2013-09-30,17.88177947158436,17.63749725578559,18.61335891355787,17.88177947158436,17.88177947158436,0.25507442219295595,0.25507442219295595,0.25507442219295595,0.25507442219295595,0.25507442219295595,0.25507442219295595,0.0,0.0,0.0,18.136853893777314
2013-10-01,17.896593284507016,17.63368137758262,18.591601623809435,17.896593284507016,17.896593284507016,0.2233696557697692,0.2233696557697692,0.2233696557697692,0.2233696557697692,0.2233696557697692,0.2233696557697692,0.0,0.0,0.0,18.119962940276785
2013-10-02,17.911407097429674,17.56251139101792,18.54525493025148,17.911407097429674,17.911407097429674,0.14122606609519983,0.14122606609519983,0.14122606609519983,0.14122606609519983,0.14122606609519983,0.14122606609519983,0.0,0.0,0.0,18.052633163524874
2013-10-03,17.92622091035233,17.53316634723206,18.481686387234177,17.92622091035233,17.92622091035233,0.09640370572463748,0.09640370572463748,0.09640370572463748,0.09640370572463748,0.09640370572463748,0.09640370572463748,0.0,0.0,0.0,18.022624616076968
2013-10-04,17.941034723274985,17.3373671327516,18.320613020189676,17.94103472327498,17.94103472327498,-0.08276930428656167,-0.08276930428656167,-0.08276930428656167,-0.08276930428656167,-0.08276930428656167,-0.08276930428656167,0.0,0.0,0.0,17.858265418988424
2013-10-05,17.955848536197642,17.124727719891983,18.07702338388279,17.955848536197642,17.955848536197642,-0.36105777789897536,-0.36105777789897536,-0.36105777789897536,-0.36105777789897536,-0.36105777789897536,-0.36105777789897536,0.0,0.0,0.0,17.594790758298668
2013-10-06,17.9706623491203,17.23193579856953,18.202669748097623,17.9706623491203,17.9706623491203,-0.2722467675964262,-0.2722467675964262,-0.2722467675964262,-0.2722467675964262,-0.2722467675964262,-0.2722467675964262,0.0,0.0,0.0,17.698415581523875
2013-10-07,17.985476162042957,17.74423112847914,18.696447035506562,17.985476162042957,17.985476162042957,0.25507442219317866,0.25507442219317866,0.25507442219317866,0.25507442219317866,0.25507442219317866,0.25507442219317866,0.0,0.0,0.0,18.240550584236136
2013-10-08,18.000289974965614,17.755788575903,18.735157555028067,18.000289974965614,18.000289974965614,0.22336965576969003,0.22336965576969003,0.22336965576969003,0.22336965576969003,0.22336965576969003,0.22336965576969003,0.0,0.0,0.0,18.223659630735305
2013-10-09,18.015103787888272,17.69283807413258,18.646908951875247,18.015103787888272,18.015103787888272,0.14122606609523541,0.14122606609523541,0.14122606609523541,0.14122606609523541,0.14122606609523541,0.14122606609523541,0.0,0.0,0.0,18.156329853983507
2013-10-10,18.02991760081093,17.62296552544644,18.598146031609062,18.02991760081093,18.02991760081093,0.0964037057244157,0.0964037057244157,0.0964037057244157,0.0964037057244157,0.0964037057244157,0.0964037057244157,0.0,0.0,0.0,18.126321306535345
2013-10-11,18.047332095014948,17.492279060466366,18.47733906358946,18.047332095014948,18.047332095014948,-0.08276930428721,-0.08276930428721,-0.08276930428721,-0.08276930428721,-0.08276930428721,-0.08276930428721,0.0,0.0,0.0,17.964562790727737
2013-10-12,18.064746589218963,17.22758242500097,18.16559654948609,18.064746589218963,18.064746589218963,-0.36105777789928994,-0.36105777789928994,-0.36105777789928994,-0.36105777789928994,-0.36105777789928994,-0.36105777789928994,0.0,0.0,0.0,17.703688811319672
2013-10-13,18.082161083422985,17.329192855672233,18.2764198178723,18.082161083422985,18.082161083422985,-0.2722467675962949,-0.2722467675962949,-0.2722467675962949,-0.2722467675962949,-0.2722467675962949,-0.2722467675962949,0.0,0.0,0.0,17.809914315826692
2013-10-14,18.099575577627004,17.85019498372934,18.8462607722133,18.099575577627004,18.099575577627004,0.2550744221934076,0.2550744221934076,0.2550744221934076,0.2550744221934076,0.2550744221934076,0.2550744221934076,0.0,0.0,0.0,18.35464999982041
2013-10-15,18.116990071831022,17.848904676939874,18.81720712642833,18.116990071831022,18.116990071831022,0.2233696557699153,0.2233696557699153,0.2233696557699153,0.2233696557699153,0.2233696557699153,0.2233696557699153,0.0,0.0,0.0,18.340359727600937
2013-10-16,18.134404566035037,17.811096084984854,18.742730450172818,18.134404566035037,18.134404566035037,0.14122606609512414,0.14122606609512414,0.14122606609512414,0.14122606609512414,0.14122606609512414,0.14122606609512414,0.0,0.0,0.0,18.275630632130163
2013-10-17,18.151819060239056,17.770370854659028,18.74118795836938,18.151819060239056,18.151819060239056,0.09640370572479479,0.09640370572479479,0.09640370572479479,0.09640370572479479,0.09640370572479479,0.09640370572479479,0.0,0.0,0.0,18.248222765963853
2013-10-18,18.169233554443075,17.593912694666415,18.548198776497856,18.169233554443075,18.169233554443075,-0.08276930428721102,-0.08276930428721102,-0.08276930428721102,-0.08276930428721102,-0.08276930428721102,-0.08276930428721102,0.0,0.0,0.0,18.086464250155863
2013-10-19,18.186648048647093,17.33751536287643,18.3107223223903,18.186648048647093,18.186648048647093,-0.36105777789907995,-0.36105777789907995,-0.36105777789907995,-0.36105777789907995,-0.36105777789907995,-0.36105777789907995,0.0,0.0,0.0,17.825590270748013
